name,num_locations,categories,raw_categories
Good Time Photo Booth Rental,1,Entertainer|Event planner|Event venue|Novelty store|Party equipment rental service|Party planner|Photographer|Vending machine supplier|Wedding photographer,Entertainer|Event planner|Event venue|Novelty store|Party equipment rental service|Party planner|Photographer|Vending machine supplier|Wedding photographer
Good Time Poke,1,Seafood restaurant,Seafood restaurant
Good Vibes Barbershop,1,Barber shop,Barber shop
Good Vibrations Family Chiropractic,1,Chiropractor|Family service center|Health spa|Pregnancy care center|Wellness center,Chiropractor|Family service center|Health spa|Pregnancy care center|Wellness center
Good-Win Racing,1,Auto parts store|Racing car parts store,Auto parts store|Racing car parts store
Goodan Ranch,1,Campground|Nature preserve,Campground|Nature preserve
Goodan Ranch Visitor's Center,1,park,Park
Goodbar,1,bar|Comedy club|Live music venue|Sports bar,Bar|Comedy club|Live music venue|Sports bar
Goodfellas Barbershop Shave Parlor,1,Barber shop,Barber shop
Goodfellas Smoke Shop,1,Cigar shop|Hookah store|Tobacco shop|Vaporizer store,Cigar shop|Hookah store|Tobacco shop|Vaporizer store
Goodies Bar and Grill,1,Gastropub,Gastropub
Goodland Acres County Park,1,park,Park
Goodman Orthodontics,1,Orthodontist,Orthodontist
Goodman Paul M MD,1,Otolaryngologist,Otolaryngologist
Goodwill Bookstore and Donation Center,2,Book store|Donations center|Home goods store|Non-profit organization|Thrift store,Book store|Donations center|Home goods store|Non-profit organization|Thrift store
Goodwill Community Employment Center,1,Employment center|Non-profit organization,Employment center|Non-profit organization
Goodwill Donation Center,13,Donations center|Non-profit organization|Shredding service,Donations center|Non-profit organization|Shredding service
Goodwill Donation Storefront,1,Donations center|Non-profit organization,Donations center|Non-profit organization
"Goodwill Industries International, Inc.",1,Donations center,Donations center
Goodwill Outlet Center and Donation Center,1,Thrift store,Thrift store
"Goodwill Outlet Center, Electronics Store and Donation Center",1,Auction house|Donations center|Electronics store|Non-profit organization|Outlet store|Thrift store|Used furniture store,Auction house|Donations center|Electronics store|Non-profit organization|Outlet store|Thrift store|Used furniture store
Goodwill Outlet and Donation Center,1,Auction house|Donations center|Non-profit organization|Thrift store|Used clothing store,Auction house|Donations center|Non-profit organization|Thrift store|Used clothing store
Goodwill Retail Store,1,Home goods store|Non-profit organization|Thrift store|Used book store|Used furniture store,Home goods store|Non-profit organization|Thrift store|Used book store|Used furniture store
Goodwill Retail Store and Donation Center,15,Book store|Clothing store|Donations center|Employment center|Home goods store|Kitchen supply store|Non-profit organization|Social services organization|Thrift store|Used book store|Used clothing store|Used furniture store,Book store|Clothing store|Donations center|Employment center|Home goods store|Kitchen supply store|Non-profit organization|Social services organization|Thrift store|Used book store|Used clothing store|Used furniture store
Goodwill Store and Donation Center,7,Children's clothing store|Clothing store|Corporate office|Donations center|Home goods store|Kitchen supply store|Non-profit organization|Thrift store|Used book store|Used clothing store|Used furniture store,Children's clothing store|Clothing store|Corporate office|Donations center|Home goods store|Kitchen supply store|Non-profit organization|Thrift store|Used book store|Used clothing store|Used furniture store
Goody Goody Ice Cream & Candy,1,Candy store|Dessert shop|Ice cream shop,Candy store|Dessert shop|Ice cream shop
Goody's Donuts and Coffee,1,Donut shop,Donut shop
Goody's Sushi & Grill,1,Sushi restaurant,Sushi restaurant
Goodyear,1,Tire shop,Tire shop
Google SAN Sequence Dr,1,Corporate office|Software company,Corporate office|Software company
Goorin Bros. Hat Shop - Gaslamp,1,Hat shop,Hat shop
Gopher Canyon Park and Ride,1,Park & ride,Park & ride
Gor Gai Thai Eatery,1,Thai restaurant,Thai restaurant
Gor Gai Thai Kitchen - Santee,1,Thai restaurant,Thai restaurant
Gorditas Don Andres,1,restaurant_mexican,Mexican restaurant
Gordo's Pure Greens,1,Homeopathic pharmacy,Homeopathic pharmacy
Gordon Biersch Brewery Restaurant,1,American restaurant|Bar & grill|Brewery|Brewpub|Hamburger restaurant|Sports bar,American restaurant|Bar & grill|Brewery|Brewpub|Hamburger restaurant|Sports bar
"Gordon D. Cruse, APLC",1,Divorce lawyer|Family law attorney,Divorce lawyer|Family law attorney
Gordon Schanzlin New Vision Institute,1,Doctor|Eye care center|Lasik surgeon|Ophthalmologist|Ophthalmology clinic|Optometrist,Doctor|Eye care center|Lasik surgeon|Ophthalmologist|Ophthalmology clinic|Optometrist
Gordy Fight Back,1,Boxing gym,Boxing gym
Gordy's Bakery and Coffeehouse,1,Bakery,Bakery
Gorgeous Nails & Salon,1,beauty_salon,Nail salon
Gorjus Nails ( Near BigLots & Ross),1,beauty_salon,Beauty salon|Nail salon
Gormsen Appliance Co.,1,Appliance parts supplier|Appliance repair service,Appliance parts supplier|Appliance repair service
Goros Liquor,1,Grocery store,Grocery store
Gory's Auto Repair,1,auto_repair|Transmission shop,Auto repair shop|Transmission shop
Gosch Ford Escondido,1,Auto parts store|Auto tune up service|Car dealer|Car repair and maintenance|Ford dealer|Mechanic|Oil change service|Truck dealer|Used car dealer|Used truck dealer,Auto parts store|Auto tune up service|Car dealer|Car repair and maintenance|Ford dealer|Mechanic|Oil change service|Truck dealer|Used car dealer|Used truck dealer
Gossip Grill,1,American restaurant|bar|Bar & grill,American restaurant|Bar|Bar & grill
GotShortyJacks,1,Pet trainer,Pet trainer
Gothabetty Barber,1,Barber shop,Barber shop
Gotthelf Art Gallery,1,Art gallery|Art museum,Art gallery|Art museum
Gour Maine Lobster,1,Seafood market,Seafood market
Gourmet @ Culinary Outlook,1,Pizza restaurant,Pizza restaurant
Gourmet Artisan Fine Sandwiches,1,Sandwich shop,Sandwich shop
Gourmet City,1,Asian restaurant|Chinese restaurant|Dumpling restaurant|Ethnic restaurant|Noodle shop|Takeout Restaurant,Asian restaurant|Chinese restaurant|Dumpling restaurant|Ethnic restaurant|Noodle shop|Takeout Restaurant
Gourmet Culinary,1,Distribution service,Distribution service
Gourmet Island,1,Caterer,Caterer
Gourmet Wok,1,Chinese restaurant|restaurant,Chinese restaurant|Restaurant
GovX,1,E-commerce service,E-commerce service
Governer Park,1,Business park,Business park
Government Training Agency,1,Learning center,Learning center
Governor Dental by Joanne Copps DDS,1,Dentist,Dentist
Governor Executive Center,1,Business center,Business center
Gr8 Cutz,1,Barber shop,Barber shop
Grab & Go - Mission Hills,1,Sandwich shop,Sandwich shop
Grab & Go 6th Avenue,1,Deli|restaurant|Sandwich shop|Takeout Restaurant,Deli|Restaurant|Sandwich shop|Takeout Restaurant
Grab & Go Subs,6,Deli|Fast food restaurant|restaurant|Sandwich shop|Takeout Restaurant,Deli|Fast food restaurant|Restaurant|Sandwich shop|Takeout Restaurant
GrabbaGreen,1,Caterer|Fast food restaurant|Juice shop|Organic restaurant|Salad shop|Soup restaurant|Vegan restaurant|Vegetarian restaurant,Caterer|Fast food restaurant|Juice shop|Organic restaurant|Salad shop|Soup restaurant|Vegan restaurant|Vegetarian restaurant
Grabbagreen Food + Juice,1,Health food restaurant|Health food store|Juice shop|restaurant|Vegan restaurant,Health food restaurant|Health food store|Juice shop|Restaurant|Vegan restaurant
Graber Paul DDS,1,Dentist,Dentist
Grace Assembly San Diego,1,Church|Non-denominational church,Church|Non-denominational church
Grace Auto Glass,1,Auto glass shop,Auto glass shop
Grace Brethren Church-Kearny,1,Church,Church
Grace Church,4,Church,Church
Grace Church San Diego,1,Church,Church
Grace City Church,1,Christian church|Church|Evangelical church|Non-denominational church,Christian church|Church|Evangelical church|Non-denominational church
Grace Community Church,1,Church,Church
Grace Covenant Church,1,Church,Church
Grace Lee - San Diego Realtor,1,Real estate agents,Real estate agents
Grace Lutheran Church,1,Lutheran church,Lutheran church
Grace Lutheran Church and Christian School,1,Christian church|Lutheran church|Private educational institution|Religious organization,Christian church|Lutheran church|Private educational institution|Religious organization
Grace Point Church San Diego,1,Non-denominational church,Non-denominational church
Grace Threading,3,beauty_salon|Day spa|Eyebrow bar|Facial spa|Hair removal service|Waxing hair removal service,Beauty salon|Day spa|Eyebrow bar|Facial spa|Hair removal service|Waxing hair removal service
Grace Unlimited International Church,1,Church,Church
Grace Vineyard Christian Fellowship,1,Christian church,Christian church
Gracia y Paz Covenant Church,1,Church,Church
Gracie & Co,1,Women's clothing store,Women's clothing store
Gracie Jiu Jitsu La Mesa,1,Jujitsu school|Martial arts school|Physical fitness program|Self defense school,Jujitsu school|Martial arts school|Physical fitness program|Self defense school
Gracie Jiu-Jitsu La Jolla,1,Jujitsu school|Karate school|Martial arts school|Martial arts supply store,Jujitsu school|Karate school|Martial arts school|Martial arts supply store
Gracie South Bay Jiu Jitsu,1,Gym,Gym
GracieJames Co.,1,Art gallery|Boutique|Clothing store|Home goods store|Jewelry store,Art gallery|Boutique|Clothing store|Home goods store|Jewelry store
Graciela's Taco Shop,1,restaurant_mexican,Mexican restaurant
Graciela’s Taco Shop,1,restaurant_mexican,Mexican restaurant
Graff Realty,1,Real estate agency|Real estate agents|Real estate consultant,Real estate agency|Real estate agents|Real estate consultant
Grah Safe & Lock,1,Key duplication service|Locksmith|Safe & vault shop|Security system supplier,Key duplication service|Locksmith|Safe & vault shop|Security system supplier
Graham Street Beach Access,1,poi_attraction,Tourist attraction
GrahamHollis APC,1,Employment attorney,Employment attorney
Graham’s Retro Diner,1,restaurant,Restaurant
Grainger Industrial Supply,3,Abrasives supplier|Electric motor store|Electrical supply store|Hydraulic equipment supplier|Industrial equipment supplier|Janitorial equipment supplier|Material handling equipment supplier|Plumbing supply store|Safety equipment supplier|Tool store,Abrasives supplier|Electric motor store|Electrical supply store|Hydraulic equipment supplier|Industrial equipment supplier|Janitorial equipment supplier|Material handling equipment supplier|Plumbing supply store|Safety equipment supplier|Tool store
Grains,1,Vegan restaurant,Vegan restaurant
Gran Havana Cigar & Hookah Lounge,1,Cigar shop|coffee_shop|Dessert restaurant|Dessert shop|Hookah bar|Ice cream shop,Cigar shop|Coffee shop|Dessert restaurant|Dessert shop|Hookah bar|Ice cream shop
Gran Havana Cigars Club,2,Cigar shop,Cigar shop
Granada Mobile Estates,1,Mobile home park,Mobile home park
Granada Terrace Apartments,1,Apartment building,Apartment building
Granahan Construction,1,General contractor,General contractor
Grand Animal Hospital,1,Animal hospital,Animal hospital
Grand Automotive,1,auto_repair|Auto tune up service|Brake shop|Transmission shop|Truck repair shop,Auto repair shop|Auto tune up service|Brake shop|Transmission shop|Truck repair shop
Grand Ave Beach Access,1,park,Park
Grand Ave. Barber Shop,1,Barber shop|beauty_salon|Hairdresser,Barber shop|Hair salon|Hairdresser
Grand Avenue Bar & Grill,1,Bar & grill,Bar & grill
Grand Avenue Chiropractic,1,Chiropractor,Chiropractor
Grand Avenue Overlook,1,Historical landmark,Historical landmark
Grand Caribe Shoreline Park,1,park|poi_attraction,Park|Tourist attraction
Grand Comedy Club,1,Comedy club,Comedy club
Grand Country Quilters,1,Craft store|Fabric store|Gift shop|Quilt shop,Craft store|Fabric store|Gift shop|Quilt shop
Grand Dentistry,1,Cosmetic dentist|Dental clinic|Teeth whitening service,Cosmetic dentist|Dental clinic|Teeth whitening service
Grand Entrances,1,Contractor|Door shop|Door supplier,Contractor|Door shop|Door supplier
Grand Garage,1,Air conditioning repair service|auto_repair|Brake shop|Car repair and maintenance|Mechanic|Oil change service|Subaru dealer|Wheel alignment service,Air conditioning repair service|Auto repair shop|Brake shop|Car repair and maintenance|Mechanic|Oil change service|Subaru dealer|Wheel alignment service
Grand Legacy Tattoo,1,Body piercing shop|Tattoo and piercing shop|Tattoo shop,Body piercing shop|Tattoo and piercing shop|Tattoo shop
Grand Liquor,1,Liquor store|Store,Liquor store|Store
Grand Massage,1,Day spa|Massage therapist|Reflexologist,Day spa|Massage therapist|Reflexologist
Grand Ole BBQ Y Asado,1,Barbecue restaurant|restaurant,Barbecue restaurant|Restaurant
Grand Openings Luxury Windows & Doors - San Diego,1,Door shop|Window supplier,Door shop|Window supplier
Grand Pacific Palisades Resort,1,Hotel|Resort hotel,Hotel|Resort hotel
Grand Pacific Resorts,1,Resort hotel,Resort hotel
Grand Pizzeria,1,restaurant,Restaurant
Grand Plaza,1,Shopping mall,Shopping mall
Grand Rose Apartments,1,Apartment complex,Apartment complex
Grand Slam Pizza,1,Pizza restaurant,Pizza restaurant
Grand Stairway,2,Historical landmark,Historical landmark
Grand Tree Park Hoa,1,Association or organization,Association or organization
Grand Vision Optometry,1,Eye care center|Optician|Optometrist|Sunglasses store,Eye care center|Optician|Optometrist|Sunglasses store
Grand Wash,1,Dry cleaner|Laundromat,Dry cleaner|Laundromat
Grand and Garnet Vintage Eyewear,1,Optician,Optician
Grande Colonial,1,Extended stay hotel|Hotel|Wedding venue,Extended stay hotel|Hotel|Wedding venue
Grande Laundry Place,7,Laundromat|Laundry,Laundromat|Laundry
Grande South,1,Condominium complex,Condominium complex
"Grander Home Loans, Inc.",1,Mortgage broker,Mortgage broker
Grandesign,1,Media company,Media company
Grandma Tofu & BBQ,1,Korean barbecue restaurant,Korean barbecue restaurant
Grandma's Kitchen/ Sandwich Bar,1,Sandwich shop,Sandwich shop
Grandma's Restaurant,1,American restaurant|Breakfast restaurant,American restaurant|Breakfast restaurant
Grandon Village,1,Apartment complex,Apartment complex
Grandstand Pizza,1,Pizza delivery|Pizza restaurant,Pizza delivery|Pizza restaurant
Grandview Beach Parking Lot,1,Parking lot,Parking lot
Grandview Surf Beach,1,Beach,Beach
Granger Apartments,1,Apartment complex,Apartment complex
Granger Junior High School.,1,High school|School,High school|School
Grangetto's Farm & Garden Supply,2,Garden center|Landscaping supply store,Garden center|Landscaping supply store
"Granite Factory Direct - Kitchen Countertops, Sinks, and Faucets.",1,Countertop store|Granite supplier|Marble supplier|Quarry,Countertop store|Granite supplier|Marble supplier|Quarry
Granite and Stone Memorials Co.,1,Concrete contractor,Concrete contractor
Granny's Apple Fries,1,Fast food restaurant|restaurant,Fast food restaurant|Restaurant
Grant Grill Lounge,1,Lounge,Lounge
Grant Hill Neighborhood Park,1,park|poi_attraction,Park|Tourist attraction
Grant John MD,1,Doctor,Doctor
"Grant Liske, DDS",1,Dentist,Dentist
Grants Coffee Room,1,Breakfast restaurant|coffee_shop|Deli|Market|Pastry shop|Sandwich shop,Breakfast restaurant|Coffee shop|Deli|Market|Pastry shop|Sandwich shop
Grantville Neighborhood Park,1,park,Park
Grantville Trolley Station,1,Bus station,Bus station
Grape Day Park,1,park|poi_attraction,Park|Tourist attraction
Grape Smuggler,1,Wine bar,Wine bar
Grape St & Pacific Hwy,1,Transport interchange,Transport interchange
